x1,x2,label
0.123747229848574,-1.23462672738118,0
-0.361955545481714,0.974976842868798,1
-0.988087371024997,0.548666296372123,0
0.435664685905186,2.1190176430768,1
0.384560538946869,1.39424696792232,1
0.570415562497907,-0.195605239335353,0
-0.388946348016915,0.0527954522405173,0
0.709387277451409,0.192727222104494,1
-0.0529385919207079,-0.911612940871949,0
-0.101339913773463,0.659722280266567,1
0.78694794330882,-0.301355051826767,0
0.386809467237708,0.52100430934,1
-1.00313682657798,-0.279656438971784,0
-0.140359468814325,0.264461421692239,0
1.25078777839175,0.182829265908521,1
0.338727497609776,-0.867738743238181,0
0.523565558406114,0.261951592300096,1
0.869396528713506,-1.98352352790528,0
-0.517615205753536,0.416402614126706,0
0.982326874701118,0.0564731620677881,1
-0.708364407679442,0.240764984089184,0
-0.146824161055151,0.182301164583466,0
0.718600776941623,1.21163361612022,1
-1.81897571160536,0.639185100590589,0
0.645283744289613,-0.704994641942866,0
-1.68143132527045,-0.502446378633304,0
-0.558160876706521,-0.693640932904806,0
0.840185189142534,-0.0961485751745041,1
-0.695421605187456,-0.843418127058738,0
1.09708002897194,-0.959104040462282,1
0.6979412907743,1.5448230865165,1
-0.194017768499129,0.837958168520342,1
-0.786524392613778,-0.0154711587443683,0
-0.700204095180171,0.369107965724341,0
0.512364254679709,0.55146971986134,1
0.0343232996917519,-1.10192179358113,0
0.601096780159888,0.501526082695676,1
-0.466604019425688,-0.307443581770836,0
-0.24531914464069,0.852100865129911,1
0.317652532357209,-1.82660230212074,0
-0.90802829623354,0.213108271071413,0
-0.995608418829333,0.457640931459617,0
0.601798061581089,0.198555705115554,1
-0.707240992761801,0.774632322912918,0
2.14543947746291,-1.08925787668146,0
0.171353336758972,0.248768759010129,0
1.35229908031173,0.480315169681774,1
-0.664005082347891,0.345831913288638,0
-0.000286642362956978,0.551922537820177,0
-0.965117962970538,1.16471441634798,1
-0.697864994275121,0.0238604711042933,0
-1.07517185563799,0.329426883749268,0
0.198880041413707,-2.40031629559068,0
-1.96938320392935,0.291728901736036,0
-0.263776205020091,0.478433280149776,0
0.341542114384255,1.29700970097367,1
-1.53645844879056,1.01489751736986,0
0.670351312921707,-0.227960111451061,0
-1.31639221270171,-1.97968496788929,0
-1.10361631338963,-1.70625120223004,0
-1.72905901698644,0.679600650412086,0
1.16960524991125,0.895977638342204,1
-0.158443148926042,1.68527246378066,1
-0.777137088810297,1.16329772904986,1
1.2456545546127,0.441098041195006,1
0.59268128028466,-1.3782418870965,0
-0.605542663516015,-0.0901759661132355,0
0.882567966005412,-1.03672828358313,0
0.284560887140664,2.06392174897548,1
0.0668152067589249,1.78726064381681,1
0.248115194143472,0.614362317195277,0
-0.129016303222398,-0.671854453940711,0
-1.50514806761221,-0.856371817351294,0
0.0634954357622232,1.29647842903704,1
-0.522611141634594,0.767733880777162,0
0.559614843697638,1.0989553001641,1
-0.298028432313805,0.407497966698855,0
-0.179671694821762,-0.0949406633540032,0
-0.643767016330104,0.890241250191973,0
-0.289601550447424,-0.722133553810743,0
-0.313057261783415,0.514351417279704,0
-1.1819088454093,-1.02006098819609,0
-0.891553255958256,-1.40270940408543,0
0.0990938935509159,-0.865062466215838,0
0.349856510386987,1.01393429013417,1
-0.282184001958455,0.0921467492406741,0
-1.25760465286214,0.419557395079022,0
-0.724381441170533,-0.420348373103751,0
-3.42678384777162,-0.266952115801731,0
-0.872666423306995,0.656631136432296,0
1.86692936648349,0.288422402732761,1
-1.0982683437799,0.622594713522773,0
-0.890548857817395,-1.33406406761318,0
-0.202594892822739,-0.473047832003689,0
-0.55628095173228,1.30500665168811,1
-0.506848138674813,-0.553186913134046,0
-0.840301127415981,0.19201370537373,0
-0.929762978699326,-0.313062423310694,0
3.44780990436057,0.0717321877013025,1
0.324795358587583,1.20093717509931,1
