X1,X2,class
0.4641861704956734,-0.9859638510777978,0
-0.043705474481715176,0.18865152611822925,1
-0.3075370635599911,-0.056795437816700774,0
-0.6795691499592218,1.530907565767588,1
1.7316840262295181,-1.2210841829242058,1
-0.14899424006987572,-0.5207046963476275,0
1.1720832232495688,-0.5453778451995357,1
-1.1670488116816056,0.5774063248657411,0
-0.2164197479451703,0.7923846033499161,1
0.6577148730370267,-0.29026231283334897,1
0.8345335273311811,-0.2128492248941245,1
-0.4621869982813214,0.3616757126824941,0
-0.8840240861082143,0.4859532342713295,0
-0.01413062515532525,0.2857763805020563,1
-0.3466956892337048,-0.19261973355066245,0
-0.4973512237532862,-0.021876699464557843,0
0.8032874004053966,-1.160158652183716,0
0.48078035476897446,-0.4161587612347199,1
0.7859633056169937,-0.08304804896525457,1
0.11087117778131268,0.03457861392572995,1
-1.689487238547718,1.6367564337545668,0
-0.05964932764298251,0.2228331112835009,1
-1.233397576463961,1.0804616748183835,0
1.3557955921454412,-1.1756083487322788,0
-0.5806569450700699,1.210093298708564,1
-0.6172489910196841,0.8789496724972925,1
0.6724151198628339,-1.1176411592954765,0
-0.4602298525382809,0.17758978194513475,0
1.276343342848464,-1.0618925079759114,1
0.25685592545654884,0.3814447720422742,1
-0.9047635631158075,1.3040862408303062,1
-1.378290667454203,1.3941161933174229,0
0.15793432863434903,-0.4477558401280726,0
0.7885000121066149,-0.7605588439244088,1
-0.6091817212544999,-0.06230192187556192,0
-1.1921238553778202,0.8243547994763819,0
-0.35398473971619504,0.2808708840582307,0
0.3014752454353587,-0.282556541863754,1
-1.0978602745530721,1.4098568082295277,1
-1.471633283622291,1.2295739147546372,0
-0.4299742281257389,-0.2969887166108571,0
-0.1269885297896717,-0.6257608838471983,0
1.9999228951276116,-1.4522865276511359,1
-1.1079330715115239,0.1346333086201454,0
0.38251731719022114,0.41006406347586505,1
-0.5755845026928034,0.7591245055529166,1
-1.9242839792243496,1.7460165356610462,0
1.4397713605273819,-2.2910191134935034,0
1.602663547027291,-1.9431996394581625,0
1.7780259291844638,-1.7022299493167792,0
-1.3599873936315414,0.1369564303947263,0
-2.761423291317416,1.9827839734953057,0
-1.2044691896271682,1.378429818306196,1
0.3382051266953212,0.31742420324539194,1
1.6667110251037358,-2.7320378032003187,0
0.3184209876806313,-0.1649923052444305,1
-1.4662733688565293,2.03639217420024,1
-0.4769331914943546,1.4380133543382683,1
-0.09080213055651525,0.027494966181019716,0
-1.276619489502344,1.4659332764621433,1
0.31784116089913855,-1.1551247098728334,0
-0.21398730202605215,-0.40591080200293056,0
-1.551619676514084,1.5197381197539659,0
0.07635248723264415,-0.8655315816140872,0
-0.5881618960693236,-0.44038182302657336,0
0.9002940442343031,-1.2084210699872393,0
2.189092493583791,-1.8627035226854853,1
-1.7647197889960766,1.7392131982080332,0
-0.7615722632742966,0.7986425956951663,1
-0.8165029318848961,0.5956056065712816,0
1.3347096839769852,-1.7022555373409327,0
0.1207262050597054,0.6826799606421065,1
0.8292925631279564,-1.1464957381285086,0
-0.5662816662161869,0.3210490420927788,0
1.368516793367364,-1.5127185588468504,0
1.1702516910631444,-0.6384183808511966,1
-0.27860213289762,0.21577621843733166,0
0.06871678665784929,0.47658935469826996,1
-0.5667877584580195,-0.22731980265166576,0
-1.8396377707233849,0.9088677699984217,0
-0.8907399593491577,1.3556649289884006,1
0.8333998789175723,-0.32341422337359055,1
0.46995698183725215,-1.3326597619878355,0
0.21998938448329036,-0.1598851631041467,1
-0.10165940581447626,0.9586676916312303,1
0.1371487188178003,-0.2665256604127514,0
0.8994598703312462,-1.0418475565421144,0
0.7205191695931648,0.640246328546625,1
-0.39720370234235786,0.7228808906638746,1
1.155033118199895,-0.7233147086100352,1
-1.0353063315492506,1.9540092226526775,1
-0.6015541801006871,-0.2006271847709185,0
0.8220389974377522,-1.0823221265197187,0
-0.9300039648500541,0.8581939832860526,0
0.8422609677779616,-0.6121803816916275,1
-0.4880895680731424,0.6454804750792649,1
0.708398252164899,-0.9471280412829697,0
-0.7101665620571335,1.6431764287312154,1
-0.40865527852845746,1.0273191100726937,1
0.6349356666587069,-0.49964504565031725,1
2.0635099418289298,-1.6387168033624544,1
0.037008961601710084,-0.37885680557471524,0
0.3018511749814619,-0.26444508466173866,1
0.7759630550436418,-0.33736564983570894,1
-0.17217392661289918,0.122185359980587,0
0.16778335138997713,-0.41574007889882403,0
0.548731841881068,-0.049178137901024876,1
