X1,X2,X3,X4,X5,X6,class
-1.0568821715205439,0.17424823727758879,-1.759552679808477,-0.8225813970743361,-0.0801985382683751,-0.4626495391957716,0
1.02012769906721,-0.8173731328168469,0.4887644197291523,-0.2841068381843198,1.3209163641394082,-0.16888369410964435,1
-0.0196107052205727,-0.8445712669122197,0.7373029598384403,0.6512115769195722,-0.11024723299040447,0.6177130012807077,1
-0.4588130344635282,0.7551360358528559,-1.9366051924907075,2.104981447476444,0.5331660034942775,-0.7526669382589467,0
0.4195626329194468,-1.1904122381565438,0.03650551219890162,0.4200630322825183,-0.0961220254742035,1.2805243296342403,1
-0.10561075341576681,1.2298416465594735,-1.607191754890485,0.22309761151166893,0.5343325334032003,1.4599867601747896,0
-0.3262044939000043,-1.1848608287895044,0.014227626144453453,-0.7434632488208465,-0.4904608446199334,-0.263433917469763,0
0.6158009038386484,-1.0957324548956664,-0.021410401342130743,2.8196470384323917,0.7047341838214162,-0.018440699086797307,1
1.6824458171681478,-0.09075095439839878,-1.4926000324008715,-0.6134196095528435,0.3212731686684464,1.220609321685979,1
-1.9408661121006798,1.5720173484525242,0.11022530610141096,-0.937261265004617,-1.5954655168949607,2.9664442729030425,0
0.10428332203593656,-0.24545378695624903,0.1921733795518757,0.285366838066508,1.7899031699303822,0.003962088901214188,1
0.8361775339475642,0.1712060656875052,0.6707424050210384,1.2332346029771133,0.9140537079762499,1.2436039313570373,1
-0.691439621511635,-1.4669459902988666,-0.7917632267496038,-0.26984272373406093,0.13503062955437603,0.9895609692049555,0
-0.4999568809411508,1.391744568258223,2.36127889277915,-0.06547082432091222,0.5849816326131541,-0.8817332159383537,1
-1.660972710638042,-1.9822391397057506,-2.16645193022901,0.6135050856357173,0.2597522743697664,0.005545958070810781,0
-0.8462836223575263,1.1198228631151486,-0.4390848094097997,-0.7998531046384939,-2.0887450607093028,0.9070219384154748,0
0.7816060695691271,-2.1026686387582085,0.9873627235574646,0.7148676215040927,1.0855554593944616,-1.0694224341421068,1
