X1,X2,X3,X4,X5,X6,class
1.8022070222329654,0.7491706360929838,1.5465239336067085,1.2899115384008017,1.063096200703117,1.2981455635818535,1
-0.6379180383879778,-0.2165618176649126,-0.9648959012642995,-0.2653205961881821,-0.4641899381155465,0.07087243749954888,0
-1.1601071798325955,-1.5760208109107687,-1.3706184521048956,-1.2837875405742505,-1.4104522833561437,-1.4341727116609775,0
-1.0042537508931992,-0.2933130149974474,-0.6434658179396355,0.09173440839975251,-1.0165117321575423,-0.5866496744856516,0
-0.29934120482207754,-0.2106473320676082,-0.37271900419894144,0.16220727501829596,-0.5464815696982288,-0.20461659593457598,0
-0.18425695835760592,-0.5703776401702367,0.4812586963725526,-0.4715058508376063,-0.01971519972965288,0.14114694812679343,1
3.4306454630192715,3.1036308905025285,2.937268805989218,2.59079040013357,2.74958818477252,3.2545105497307674,1
0.31043032865348924,0.48113722596633585,-0.13652624433459357,0.36647580921722883,0.0021953767549486845,0.754379263534161,1
-0.3023130647540903,0.02357464429014137,-0.040166902082612234,-0.7996019825777547,-0.1083342207939994,-0.6372673880809394,0
-1.0359403966580178,-0.9369329116254057,-1.220746376213311,-1.0491580572545793,-1.5236567438572566,-1.4873164658531601,0
-0.10749987152548715,-0.5856587166164665,0.37900124498863436,-0.46982115138935276,-0.4443260109401772,-0.03691654833369591,0
-0.17879772911915984,-0.4152825573484079,-0.2474493833976599,-0.28794482020718026,-0.3017856767270483,-0.33159159456333337,0
-1.086952502178013,-0.9625277497831801,-1.4679446066740116,-1.8431490204752992,-0.9191404598307521,-1.272817880496211,0
-1.0126052723338257,-0.01873505964795703,-0.5498616925716705,-0.39200007486313104,-0.617696728472667,-0.405892871791726,0
0.21975698020179527,-0.793997106991579,0.2175589836538944,0.012928879169518622,0.8468790241261464,0.24800444977355915,0
0.3456311348558229,1.0163149480035898,1.035485217850573,0.8109065567567524,0.5017316130188869,-0.005191089822972381,1
-0.7379807128607003,-0.900702644774929,-0.3311802329103117,-0.3568942596179549,-0.15342087674331606,0.023920739899129607,0
0.3655131430956922,0.4161235527752062,-0.24524026708273297,-0.4137518180983468,-0.47460556296176654,0.19384080804480014,1
1.648158461207174,1.3251357692617485,1.3598345378386834,1.3575333455021246,1.1706976641163918,1.6168775987680553,1
-0.3933562793402797,-0.4779328101345362,-0.5106374482983093,-0.544130874181762,-0.19504023193550996,-0.2536244943936979,0
-1.85200226273234,-1.166760750091766,-1.7820429045227721,-1.7771035417472234,-1.737750182916824,-1.8865778605219798,0
1.7955847460116592,1.9327662109636983,1.640422695848619,1.704213437933799,1.840059746490859,2.153715317319145,1
-1.3839288734314608,-1.6348041082958702,-1.1101021189294247,-1.3144776801143576,-1.3703088341393608,-1.8000975698929058,0
-0.17485351363393578,0.035284291617117304,0.34282855091941333,-0.21225840884498948,-0.7681776866048269,0.061852506222662036,1
